RIC,ISIN,Company Common Name,Country of Headquarters,Country of Exchange,TRBC Economic Sector Name,TRBC Economic Sector Code,TRBC Business Sector Name,TRBC Business Sector Code,TRBC Industry Group Name,TRBC Industry Group Code,TRBC Industry Name,TRBC Industry Code,TRBC Activity Name,TRBC Activity Code,Organization Founded Year
SYN2913.X,SY0000002913,Synthetic Firm 2913,Spain,Spain,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,0.0
SYN2914.X,SY0000002914,Synthetic Firm 2914,Germany,Germany,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1936.0
SYN2915.X,SY0000002915,Synthetic Firm 2915,Germany,Germany,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1972.0
SYN2916.X,SY0000002916,Synthetic Firm 2916,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2000.0
SYN2917.X,SY0000002917,Synthetic Firm 2917,Greece,Greece,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1897.0
SYN2918.X,SY0000002918,Synthetic Firm 2918,Italy,Italy,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2001.0
SYN2919.X,SY0000002919,Synthetic Firm 2919,United Kingdom,United Kingdom,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1944.0
SYN2920.X,SY0000002920,Synthetic Firm 2920,Russia,Russia,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2001.0
SYN2921.X,SY0000002921,Synthetic Firm 2921,Israel,Israel,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1980.0
SYN2922.X,SY0000002922,Synthetic Firm 2922,Portugal,Portugal,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2022.0
SYN2923.X,SY0000002923,Synthetic Firm 2923,Poland,Poland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,0.0
SYN2924.X,SY0000002924,Synthetic Firm 2924,France,France,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1936.0
SYN2925.X,SY0000002925,Synthetic Firm 2925,Switzerland,Switzerland,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1989.0
SYN2926.X,SY0000002926,Synthetic Firm 2926,Sweden,Sweden,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1974.0
SYN2927.X,SY0000002927,Synthetic Firm 2927,Lithuania,Lithuania,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1988.0
SYN2928.X,SY0000002928,Synthetic Firm 2928,France,France,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1978.0
SYN2929.X,SY0000002929,Synthetic Firm 2929,Germany,Germany,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2021.0
SYN2930.X,SY0000002930,Synthetic Firm 2930,Sweden,Sweden,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,0.0
SYN2931.X,SY0000002931,Synthetic Firm 2931,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1977.0
SYN2932.X,SY0000002932,Synthetic Firm 2932,Italy,Italy,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1997.0
SYN2933.X,SY0000002933,Synthetic Firm 2933,Lithuania,Lithuania,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2004.0
SYN2934.X,SY0000002934,Synthetic Firm 2934,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2005.0
SYN2935.X,SY0000002935,Synthetic Firm 2935,Iceland,Iceland,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2010.0
SYN2936.X,SY0000002936,Synthetic Firm 2936,United Kingdom,United Kingdom,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1991.0
SYN2937.X,SY0000002937,Synthetic Firm 2937,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2013.0
SYN2938.X,SY0000002938,Synthetic Firm 2938,United Kingdom,United Kingdom,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2017.0
SYN2939.X,SY0000002939,Synthetic Firm 2939,France,France,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2024.0
SYN2940.X,SY0000002940,Synthetic Firm 2940,Czechia,Czechia,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1986.0
SYN2941.X,SY0000002941,Synthetic Firm 2941,Sweden,Sweden,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1942.0
SYN2942.X,SY0000002942,Synthetic Firm 2942,Sweden,Sweden,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2006.0
SYN2943.X,SY0000002943,Synthetic Firm 2943,Luxembourg,Luxembourg,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1987.0
SYN2944.X,SY0000002944,Synthetic Firm 2944,United Kingdom,United Kingdom,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1981.0
SYN2945.X,SY0000002945,Synthetic Firm 2945,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1990.0
SYN2946.X,SY0000002946,Synthetic Firm 2946,Finland,Finland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1973.0
SYN2947.X,SY0000002947,Synthetic Firm 2947,Israel,Israel,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1981.0
SYN2948.X,SY0000002948,Synthetic Firm 2948,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2020.0
SYN2949.X,SY0000002949,Synthetic Firm 2949,France,France,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2009.0
SYN2950.X,SY0000002950,Synthetic Firm 2950,Ireland,Ireland,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1986.0
SYN2951.X,SY0000002951,Synthetic Firm 2951,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,0.0
SYN2952.X,SY0000002952,Synthetic Firm 2952,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1980.0
SYN2953.X,SY0000002953,Synthetic Firm 2953,Norway,Norway,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,2021.0
SYN2954.X,SY0000002954,Synthetic Firm 2954,Sweden,Sweden,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2001.0
SYN2955.X,SY0000002955,Synthetic Firm 2955,Switzerland,Switzerland,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2001.0
SYN2956.X,SY0000002956,Synthetic Firm 2956,Germany,Germany,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,0.0
SYN2957.X,SY0000002957,Synthetic Firm 2957,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1981.0
SYN2958.X,SY0000002958,Synthetic Firm 2958,Germany,Germany,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1977.0
SYN2959.X,SY0000002959,Synthetic Firm 2959,Germany,Germany,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2011.0
SYN2960.X,SY0000002960,Synthetic Firm 2960,Luxembourg,Luxembourg,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2006.0
SYN2961.X,SY0000002961,Synthetic Firm 2961,Iceland,Iceland,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2017.0
SYN2962.X,SY0000002962,Synthetic Firm 2962,Denmark,Denmark,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1950.0
SYN2963.X,SY0000002963,Synthetic Firm 2963,Switzerland,Switzerland,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,1993.0
SYN2964.X,SY0000002964,Synthetic Firm 2964,Germany,Germany,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,0.0
SYN2965.X,SY0000002965,Synthetic Firm 2965,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1984.0
SYN2966.X,SY0000002966,Synthetic Firm 2966,Sweden,Sweden,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1975.0
SYN2967.X,SY0000002967,Synthetic Firm 2967,Finland,Finland,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1991.0
SYN2968.X,SY0000002968,Synthetic Firm 2968,United Kingdom,United Kingdom,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1928.0
SYN2969.X,SY0000002969,Synthetic Firm 2969,Switzerland,Switzerland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1976.0
SYN2970.X,SY0000002970,Synthetic Firm 2970,Hungary,Hungary,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1999.0
SYN2971.X,SY0000002971,Synthetic Firm 2971,Switzerland,Switzerland,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1933.0
SYN2972.X,SY0000002972,Synthetic Firm 2972,United Kingdom,United Kingdom,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1962.0
SYN2973.X,SY0000002973,Synthetic Firm 2973,United Kingdom,United Kingdom,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1981.0
SYN2974.X,SY0000002974,Synthetic Firm 2974,France,France,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1983.0
SYN2975.X,SY0000002975,Synthetic Firm 2975,Croatia,Croatia,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2008.0
SYN2976.X,SY0000002976,Synthetic Firm 2976,Denmark,Denmark,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1960.0
SYN2977.X,SY0000002977,Synthetic Firm 2977,Germany,Germany,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1985.0
SYN2978.X,SY0000002978,Synthetic Firm 2978,Sweden,Sweden,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1993.0
SYN2979.X,SY0000002979,Synthetic Firm 2979,Russia,Russia,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,2021.0
SYN2980.X,SY0000002980,Synthetic Firm 2980,Norway,Norway,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2022.0
SYN2981.X,SY0000002981,Synthetic Firm 2981,Iceland,Iceland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2011.0
SYN2982.X,SY0000002982,Synthetic Firm 2982,Greece,Greece,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,2010.0
SYN2983.X,SY0000002983,Synthetic Firm 2983,Norway,Norway,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2015.0
SYN2984.X,SY0000002984,Synthetic Firm 2984,Liechtenstein,Liechtenstein,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2005.0
SYN2985.X,SY0000002985,Synthetic Firm 2985,Germany,Germany,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2013.0
SYN2986.X,SY0000002986,Synthetic Firm 2986,France,France,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2010.0
SYN2987.X,SY0000002987,Synthetic Firm 2987,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2017.0
SYN2988.X,SY0000002988,Synthetic Firm 2988,Portugal,Portugal,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1998.0
SYN2989.X,SY0000002989,Synthetic Firm 2989,Malta,Malta,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2011.0
SYN2990.X,SY0000002990,Synthetic Firm 2990,Italy,Italy,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2013.0
SYN2991.X,SY0000002991,Synthetic Firm 2991,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2015.0
SYN2992.X,SY0000002992,Synthetic Firm 2992,Germany,Germany,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1977.0
SYN2993.X,SY0000002993,Synthetic Firm 2993,Switzerland,Switzerland,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2019.0
SYN2994.X,SY0000002994,Synthetic Firm 2994,Italy,Italy,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,2002.0
SYN2995.X,SY0000002995,Synthetic Firm 2995,Switzerland,Switzerland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1984.0
SYN2996.X,SY0000002996,Synthetic Firm 2996,Germany,Germany,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2025.0
SYN2997.X,SY0000002997,Synthetic Firm 2997,Finland,Finland,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2015.0
SYN2998.X,SY0000002998,Synthetic Firm 2998,Italy,Italy,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2001.0
SYN2999.X,SY0000002999,Synthetic Firm 2999,Germany,Germany,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2003.0
SYN3000.X,SY0000003000,Synthetic Firm 3000,Norway,Norway,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2014.0
SYN3001.X,SY0000003001,Synthetic Firm 3001,United Kingdom,United Kingdom,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2017.0
SYN3002.X,SY0000003002,Synthetic Firm 3002,Netherlands,Netherlands,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2019.0
SYN3003.X,SY0000003003,Synthetic Firm 3003,Ireland,Ireland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1943.0
SYN3004.X,SY0000003004,Synthetic Firm 3004,Germany,Germany,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1993.0
SYN3005.X,SY0000003005,Synthetic Firm 3005,Finland,Finland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1974.0
SYN3006.X,SY0000003006,Synthetic Firm 3006,Greece,Greece,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2001.0
SYN3007.X,SY0000003007,Synthetic Firm 3007,Switzerland,Switzerland,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,0.0
SYN3008.X,SY0000003008,Synthetic Firm 3008,Switzerland,Switzerland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1980.0
SYN3009.X,SY0000003009,Synthetic Firm 3009,Germany,Germany,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1963.0
SYN3010.X,SY0000003010,Synthetic Firm 3010,Germany,Germany,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2006.0
SYN3011.X,SY0000003011,Synthetic Firm 3011,United Kingdom,United Kingdom,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2014.0
SYN3012.X,SY0000003012,Synthetic Firm 3012,Sweden,Sweden,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2011.0
SYN3013.X,SY0000003013,Synthetic Firm 3013,United Kingdom,United Kingdom,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1976.0
SYN3014.X,SY0000003014,Synthetic Firm 3014,United Kingdom,United Kingdom,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1982.0
SYN3015.X,SY0000003015,Synthetic Firm 3015,Germany,Germany,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1996.0
SYN3016.X,SY0000003016,Synthetic Firm 3016,Germany,Germany,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2000.0
SYN3017.X,SY0000003017,Synthetic Firm 3017,France,France,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2015.0
SYN3018.X,SY0000003018,Synthetic Firm 3018,Germany,Germany,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1993.0
SYN3019.X,SY0000003019,Synthetic Firm 3019,France,France,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1951.0
SYN3020.X,SY0000003020,Synthetic Firm 3020,United Kingdom,United Kingdom,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1988.0
SYN3021.X,SY0000003021,Synthetic Firm 3021,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2007.0
SYN3022.X,SY0000003022,Synthetic Firm 3022,Germany,Germany,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2007.0
SYN3023.X,SY0000003023,Synthetic Firm 3023,United Kingdom,United Kingdom,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1954.0
SYN3024.X,SY0000003024,Synthetic Firm 3024,Iceland,Iceland,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2016.0
SYN3025.X,SY0000003025,Synthetic Firm 3025,United Kingdom,United Kingdom,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1964.0
SYN3026.X,SY0000003026,Synthetic Firm 3026,Denmark,Denmark,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1993.0
SYN3027.X,SY0000003027,Synthetic Firm 3027,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1988.0
SYN3028.X,SY0000003028,Synthetic Firm 3028,France,France,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2018.0
SYN3029.X,SY0000003029,Synthetic Firm 3029,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1987.0
SYN3030.X,SY0000003030,Synthetic Firm 3030,Sweden,Sweden,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2001.0
SYN3031.X,SY0000003031,Synthetic Firm 3031,Switzerland,Switzerland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2022.0
SYN3032.X,SY0000003032,Synthetic Firm 3032,Spain,Spain,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1993.0
SYN3033.X,SY0000003033,Synthetic Firm 3033,Estonia,Estonia,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2013.0
SYN3034.X,SY0000003034,Synthetic Firm 3034,Turkey,Turkey,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1992.0
SYN3035.X,SY0000003035,Synthetic Firm 3035,Turkey,Turkey,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2024.0
SYN3036.X,SY0000003036,Synthetic Firm 3036,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1977.0
SYN3037.X,SY0000003037,Synthetic Firm 3037,United Kingdom,United Kingdom,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2003.0
SYN3038.X,SY0000003038,Synthetic Firm 3038,Switzerland,Switzerland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1968.0
SYN3039.X,SY0000003039,Synthetic Firm 3039,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1978.0
SYN3040.X,SY0000003040,Synthetic Firm 3040,Greece,Greece,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1964.0
SYN3041.X,SY0000003041,Synthetic Firm 3041,Norway,Norway,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1993.0
SYN3042.X,SY0000003042,Synthetic Firm 3042,Hungary,Hungary,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2016.0
SYN3043.X,SY0000003043,Synthetic Firm 3043,Sweden,Sweden,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2015.0
SYN3044.X,SY0000003044,Synthetic Firm 3044,Germany,Germany,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2014.0
SYN3045.X,SY0000003045,Synthetic Firm 3045,Germany,Germany,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2014.0
